PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH,CLASS
1508.0,0.0,1174.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH",AUS,"Austin, TX",2025,5,F
1509.0,0.0,596.0,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,CVG,"Cincinnati, OH",MSP,"Minneapolis, MN",2025,6,F
1509.0,0.0,675.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,BNA,"Nashville, TN",PHL,"Philadelphia, PA",2025,7,F
1511.0,0.0,667.0,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,RDU,"Raleigh/Durham, NC",RSW,"Fort Myers, FL",2025,2,F
1512.0,0.0,613.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",JAX,"Jacksonville, FL",2025,1,F
1513.0,0.0,569.0,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,CVG,"Cincinnati, OH",EWR,"Newark, NJ",2025,3,F
1513.0,0.0,1388.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",PVU,"Provo, UT",2025,7,F
1514.0,0.0,829.0,NK,Spirit Air Lines,NK,Spirit Air Lines,CMH,"Columbus, OH",TPA,"Tampa, FL",2025,4,F
1514.0,0.0,1590.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",2025,8,F
1515.0,0.0,741.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",SYR,"Syracuse, NY",2025,5,F
